datetime,Q,SC
7/3/2018 01:30:00,244,25
7/3/2018 01:45:00,249,25
7/3/2018 02:00:00,246,25
7/3/2018 02:15:00,237,25
7/3/2018 02:30:00,242,25
7/3/2018 02:45:00,244,25
7/3/2018 03:00:00,246,25
7/3/2018 03:15:00,251,25
7/3/2018 03:30:00,237,25
7/3/2018 03:45:00,251,25
7/3/2018 04:00:00,246,25
7/3/2018 04:15:00,242,25
7/3/2018 04:30:00,254,25
7/3/2018 04:45:00,254,25
7/3/2018 05:00:00,251,25
7/3/2018 05:15:00,244,26
7/3/2018 05:30:00,249,26
7/3/2018 05:45:00,251,26
7/3/2018 06:00:00,246,26
7/3/2018 06:15:00,244,26
7/3/2018 06:30:00,244,26
7/3/2018 06:45:00,244,26
7/3/2018 07:00:00,249,26
7/3/2018 07:15:00,251,26
7/3/2018 07:30:00,256,26
7/3/2018 07:45:00,259,26
7/3/2018 08:00:00,246,26
7/3/2018 08:15:00,246,26
7/3/2018 08:30:00,244,26
7/3/2018 08:45:00,254,26
7/3/2018 09:00:00,237,26
7/3/2018 09:15:00,249,26
7/3/2018 09:30:00,246,26
7/3/2018 09:45:00,256,26
7/3/2018 10:00:00,254,26
7/3/2018 10:15:00,251,26
7/3/2018 10:30:00,254,26
7/3/2018 10:45:00,254,26
7/3/2018 11:00:00,259,26
7/3/2018 11:15:00,259,26
7/3/2018 11:30:00,264,26
7/3/2018 11:45:00,269,26
7/3/2018 12:00:00,272,26
7/3/2018 12:15:00,280,26
7/3/2018 12:30:00,275,26
7/3/2018 12:45:00,291,25
7/3/2018 13:00:00,294,25
7/3/2018 13:15:00,294,25
7/3/2018 13:30:00,297,25
7/3/2018 13:45:00,318,25
7/3/2018 14:00:00,312,25
7/3/2018 14:15:00,324,25
7/3/2018 14:30:00,327,25
7/3/2018 14:45:00,321,24
7/3/2018 15:00:00,318,24
7/3/2018 15:15:00,336,24
7/3/2018 15:30:00,339,24
7/3/2018 15:45:00,348,24
7/3/2018 16:00:00,350,24
7/3/2018 16:15:00,348,23
7/3/2018 16:30:00,339,23
7/3/2018 16:45:00,358,23
7/3/2018 17:00:00,358,23
7/3/2018 17:15:00,361,23
7/3/2018 17:30:00,361,23
7/3/2018 17:45:00,366,23
7/3/2018 18:00:00,364,23
7/3/2018 18:15:00,358,23
7/3/2018 18:30:00,369,23
7/3/2018 18:45:00,369,23
7/3/2018 19:00:00,374,23
7/3/2018 19:15:00,364,23
7/3/2018 19:30:00,380,23
7/3/2018 19:45:00,374,23
7/3/2018 20:00:00,361,23
7/3/2018 20:15:00,358,23
7/3/2018 20:30:00,364,23
7/3/2018 20:45:00,356,23
7/3/2018 21:00:00,353,23
7/3/2018 21:15:00,345,23
7/3/2018 21:30:00,350,23
7/3/2018 21:45:00,350,23
7/3/2018 22:00:00,336,23
7/3/2018 22:15:00,353,23
7/3/2018 22:30:00,342,23
7/3/2018 22:45:00,342,23
7/3/2018 23:00:00,333,23
7/3/2018 23:15:00,336,24
7/3/2018 23:30:00,327,24
7/3/2018 23:45:00,318,24
7/4/2018 00:00:00,303,24
7/4/2018 00:15:00,333,24
7/4/2018 00:30:00,324,24
7/4/2018 00:45:00,318,24
7/4/2018 01:00:00,321,24
7/4/2018 01:15:00,318,24
7/4/2018 01:30:00,324,24
7/4/2018 01:45:00,321,24
7/4/2018 02:00:00,303,25
7/4/2018 02:15:00,300,25
7/4/2018 02:30:00,306,25
7/4/2018 02:45:00,300,25
7/4/2018 03:00:00,309,25
7/4/2018 03:15:00,306,25
7/4/2018 03:30:00,300,25
7/4/2018 03:45:00,291,25
7/4/2018 04:00:00,297,25
7/4/2018 04:15:00,300,25
7/4/2018 04:30:00,291,25
7/4/2018 04:45:00,300,25
7/4/2018 05:00:00,303,25
7/4/2018 05:15:00,286,25
7/4/2018 05:30:00,289,26
7/4/2018 05:45:00,297,26
7/4/2018 06:00:00,291,26
7/4/2018 06:15:00,297,26
7/4/2018 06:30:00,297,26
7/4/2018 06:45:00,294,26
7/4/2018 07:00:00,283,26
7/4/2018 07:15:00,286,26
7/4/2018 07:30:00,294,26
7/4/2018 07:45:00,297,26
7/4/2018 08:00:00,297,26
7/4/2018 08:15:00,297,26
7/4/2018 08:30:00,300,26
7/4/2018 08:45:00,297,26
7/4/2018 09:00:00,303,26
7/4/2018 09:15:00,286,26
7/4/2018 09:30:00,286,26
7/4/2018 09:45:00,286,26
7/4/2018 10:00:00,306,26
7/4/2018 10:15:00,309,26
7/4/2018 10:30:00,294,26
7/4/2018 10:45:00,303,26
7/4/2018 11:00:00,297,26
7/4/2018 11:15:00,297,26
7/4/2018 11:30:00,312,26
7/4/2018 11:45:00,297,26
7/4/2018 12:00:00,312,26
7/4/2018 12:15:00,315,26
7/4/2018 12:30:00,312,26
7/4/2018 12:45:00,324,26
7/4/2018 13:00:00,312,26
7/4/2018 13:15:00,318,26
7/4/2018 13:30:00,321,26
7/4/2018 13:45:00,327,26
7/4/2018 14:00:00,342,25
7/4/2018 14:15:00,336,25
7/4/2018 14:30:00,345,25
7/4/2018 14:45:00,348,25
7/4/2018 15:00:00,333,25
7/4/2018 15:15:00,327,25
7/4/2018 15:30:00,336,25
7/4/2018 15:45:00,345,24
7/4/2018 16:00:00,348,24
7/4/2018 16:15:00,353,24
7/4/2018 16:30:00,356,24
7/4/2018 16:45:00,353,24
7/4/2018 17:00:00,361,24
7/4/2018 17:15:00,366,24
7/4/2018 17:30:00,372,23
7/4/2018 17:45:00,369,23
7/4/2018 18:00:00,382,23
7/4/2018 18:15:00,366,23
7/4/2018 18:30:00,369,23
7/4/2018 18:45:00,361,23
7/4/2018 19:00:00,364,23
7/4/2018 19:15:00,364,23
7/4/2018 19:30:00,361,23
7/4/2018 19:45:00,364,23
7/4/2018 20:00:00,366,23
7/4/2018 20:15:00,366,23
7/4/2018 20:30:00,358,23
7/4/2018 20:45:00,356,23
7/4/2018 21:00:00,350,23
7/4/2018 21:15:00,350,23
7/4/2018 21:30:00,342,23
7/4/2018 21:45:00,348,23
7/4/2018 22:00:00,336,23
7/4/2018 22:15:00,324,23
7/4/2018 22:30:00,345,23
7/4/2018 22:45:00,336,23
7/4/2018 23:00:00,336,23
7/4/2018 23:15:00,321,23
7/4/2018 23:30:00,327,23
7/4/2018 23:45:00,318,23
7/5/2018 00:00:00,324,23
7/5/2018 00:15:00,330,23
7/5/2018 00:30:00,333,23
7/5/2018 00:45:00,315,24
7/5/2018 01:00:00,327,24
7/5/2018 01:15:00,315,24
7/5/2018 01:30:00,309,24
7/5/2018 01:45:00,303,24
7/5/2018 02:00:00,309,24
7/5/2018 02:15:00,309,24
7/5/2018 02:30:00,306,24
7/5/2018 02:45:00,297,24
7/5/2018 03:00:00,303,24
7/5/2018 03:15:00,303,24
7/5/2018 03:30:00,303,24
7/5/2018 03:45:00,303,24
7/5/2018 04:00:00,300,24
7/5/2018 04:15:00,300,24
7/5/2018 04:30:00,300,24
7/5/2018 04:45:00,300,25
7/5/2018 05:00:00,294,25
7/5/2018 05:15:00,286,25
7/5/2018 05:30:00,291,25
7/5/2018 05:45:00,300,25
7/5/2018 06:00:00,289,25
7/5/2018 06:15:00,291,25
7/5/2018 06:30:00,300,25
7/5/2018 06:45:00,291,25
7/5/2018 07:00:00,277,25
7/5/2018 07:15:00,261,25
7/5/2018 07:30:00,261,25
7/5/2018 07:45:00,275,25
7/5/2018 08:00:00,272,25
7/5/2018 08:15:00,272,25
7/5/2018 08:30:00,267,25
7/5/2018 08:45:00,264,25
7/5/2018 09:00:00,269,25
7/5/2018 09:15:00,267,25
7/5/2018 09:30:00,256,25
7/5/2018 09:45:00,264,25
7/5/2018 10:00:00,272,24
7/5/2018 10:15:00,264,24
7/5/2018 10:30:00,277,24
7/5/2018 10:45:00,275,24
7/5/2018 11:00:00,277,24
7/5/2018 11:15:00,275,24
7/5/2018 11:30:00,286,23
7/5/2018 11:45:00,300,23
7/5/2018 12:00:00,294,23
7/5/2018 12:15:00,306,23
7/5/2018 12:30:00,306,23
7/5/2018 12:45:00,309,23
7/5/2018 13:00:00,309,23
7/5/2018 13:15:00,324,23
7/5/2018 13:30:00,321,23
7/5/2018 13:45:00,321,23
7/5/2018 14:00:00,327,23
7/5/2018 14:15:00,333,23
7/5/2018 14:30:00,348,22
7/5/2018 14:45:00,348,22
7/5/2018 15:00:00,345,22
7/5/2018 15:15:00,356,22
7/5/2018 15:30:00,364,22
7/5/2018 15:45:00,356,22
7/5/2018 16:00:00,364,22
7/5/2018 16:15:00,369,22
7/5/2018 16:30:00,374,22
7/5/2018 16:45:00,377,22
7/5/2018 17:00:00,402,21
7/5/2018 17:15:00,388,21
7/5/2018 17:30:00,407,21
7/5/2018 17:45:00,399,21
7/5/2018 18:00:00,419,22
7/5/2018 18:15:00,407,22
7/5/2018 18:30:00,407,22
7/5/2018 18:45:00,405,22
7/5/2018 19:00:00,413,22
7/5/2018 19:15:00,388,22
7/5/2018 19:30:00,399,22
7/5/2018 19:45:00,382,22
7/5/2018 20:00:00,377,22
7/5/2018 20:15:00,374,22
7/5/2018 20:30:00,380,22
7/5/2018 20:45:00,377,22
7/5/2018 21:00:00,364,22
7/5/2018 21:15:00,364,22
7/5/2018 21:30:00,356,22
7/5/2018 21:45:00,356,22
7/5/2018 22:00:00,358,22
7/5/2018 22:15:00,358,22
7/5/2018 22:30:00,356,22
7/5/2018 22:45:00,353,23
7/5/2018 23:00:00,353,23
7/5/2018 23:15:00,350,23
7/5/2018 23:30:00,348,23
7/5/2018 23:45:00,345,23
7/6/2018 00:00:00,342,23
7/6/2018 00:15:00,348,23
7/6/2018 00:30:00,339,23
7/6/2018 00:45:00,336,23
7/6/2018 01:00:00,339,24
7/6/2018 01:15:00,333,24
7/6/2018 01:30:00,327,24
7/6/2018 01:45:00,330,24
7/6/2018 02:00:00,333,24
7/6/2018 02:15:00,333,24
7/6/2018 02:30:00,336,24
7/6/2018 02:45:00,321,24
7/6/2018 03:00:00,333,24
7/6/2018 03:15:00,330,24
7/6/2018 03:30:00,324,24
7/6/2018 03:45:00,324,24
7/6/2018 04:00:00,324,25
7/6/2018 04:15:00,318,25
7/6/2018 04:30:00,312,25
7/6/2018 04:45:00,315,25
7/6/2018 05:00:00,315,25
7/6/2018 05:15:00,318,25
7/6/2018 05:30:00,309,25
7/6/2018 05:45:00,309,25
7/6/2018 06:00:00,297,25
7/6/2018 06:15:00,312,25
7/6/2018 06:30:00,315,25
7/6/2018 06:45:00,312,25
7/6/2018 07:00:00,309,25
7/6/2018 07:15:00,297,25
7/6/2018 07:30:00,315,25
7/6/2018 07:45:00,303,26
7/6/2018 08:00:00,303,26
7/6/2018 08:15:00,303,26
7/6/2018 08:30:00,294,26
7/6/2018 08:45:00,297,26
7/6/2018 09:00:00,294,26
7/6/2018 09:15:00,306,26
7/6/2018 09:30:00,309,26
7/6/2018 09:45:00,306,26
7/6/2018 10:00:00,315,26
7/6/2018 10:15:00,303,25
7/6/2018 10:30:00,318,25
7/6/2018 10:45:00,315,25
7/6/2018 11:00:00,318,25
7/6/2018 11:15:00,321,25
7/6/2018 11:30:00,333,25
7/6/2018 11:45:00,350,25
7/6/2018 12:00:00,350,25
7/6/2018 12:15:00,350,25
7/6/2018 12:30:00,356,24
7/6/2018 12:45:00,364,24
7/6/2018 13:00:00,364,24
7/6/2018 13:15:00,358,24
7/6/2018 13:30:00,374,24
7/6/2018 13:45:00,396,23
7/6/2018 14:00:00,388,23
7/6/2018 14:15:00,388,23
7/6/2018 14:30:00,393,23
7/6/2018 14:45:00,396,23
7/6/2018 15:00:00,416,22
7/6/2018 15:15:00,407,22
7/6/2018 15:30:00,416,22
7/6/2018 15:45:00,402,22
7/6/2018 16:00:00,416,21
7/6/2018 16:15:00,427,21
7/6/2018 16:30:00,419,21
7/6/2018 16:45:00,430,21
7/6/2018 17:00:00,439,21
7/6/2018 17:15:00,430,21
7/6/2018 17:30:00,433,21
7/6/2018 17:45:00,445,21
7/6/2018 18:00:00,442,21
7/6/2018 18:15:00,448,21
7/6/2018 18:30:00,442,21
7/6/2018 18:45:00,445,21
7/6/2018 19:00:00,445,21
7/6/2018 19:15:00,422,21
7/6/2018 19:30:00,436,21
7/6/2018 19:45:00,433,21
7/6/2018 20:00:00,422,21
7/6/2018 20:15:00,425,21
7/6/2018 20:30:00,422,21
7/6/2018 20:45:00,410,21
7/6/2018 21:00:00,399,21
7/6/2018 21:15:00,413,21
7/6/2018 21:30:00,410,21
7/6/2018 21:45:00,399,21
7/6/2018 22:00:00,385,21
7/6/2018 22:15:00,382,21
7/6/2018 22:30:00,382,21
7/6/2018 22:45:00,377,21
7/6/2018 23:00:00,372,21
7/6/2018 23:15:00,366,21
7/6/2018 23:30:00,372,21
7/6/2018 23:45:00,366,22
7/7/2018 00:00:00,364,22
7/7/2018 00:15:00,345,22
7/7/2018 00:30:00,348,22
7/7/2018 00:45:00,353,22
7/7/2018 01:00:00,342,22
7/7/2018 01:15:00,339,22
7/7/2018 01:30:00,345,22
7/7/2018 01:45:00,342,22
7/7/2018 02:00:00,336,22
7/7/2018 02:15:00,333,22
7/7/2018 02:30:00,324,23
7/7/2018 02:45:00,327,23
7/7/2018 03:00:00,321,23
7/7/2018 03:15:00,324,23
7/7/2018 03:30:00,312,23
7/7/2018 03:45:00,324,23
7/7/2018 04:00:00,300,23
7/7/2018 04:15:00,309,23
7/7/2018 04:30:00,303,23
7/7/2018 04:45:00,321,23
7/7/2018 05:00:00,315,23
7/7/2018 05:15:00,300,24
7/7/2018 05:30:00,283,24
7/7/2018 05:45:00,300,24
7/7/2018 06:00:00,286,24
7/7/2018 06:15:00,300,24
7/7/2018 06:30:00,283,24
7/7/2018 06:45:00,272,24
7/7/2018 07:00:00,280,24
7/7/2018 07:15:00,280,24
7/7/2018 07:30:00,286,24
7/7/2018 07:45:00,272,24
7/7/2018 08:00:00,286,24
7/7/2018 08:15:00,277,25
7/7/2018 08:30:00,280,25
7/7/2018 08:45:00,277,25
7/7/2018 09:00:00,272,25
7/7/2018 09:15:00,283,25
7/7/2018 09:30:00,280,25
7/7/2018 09:45:00,277,25
7/7/2018 10:00:00,283,25
7/7/2018 10:15:00,280,25
7/7/2018 10:30:00,267,25
7/7/2018 10:45:00,269,24
7/7/2018 11:00:00,283,24
7/7/2018 11:15:00,286,24
7/7/2018 11:30:00,272,24
7/7/2018 11:45:00,289,24
7/7/2018 12:00:00,269,24
7/7/2018 12:15:00,280,24
7/7/2018 12:30:00,289,25
7/7/2018 12:45:00,286,24
7/7/2018 13:00:00,280,24
7/7/2018 13:15:00,294,24
7/7/2018 13:30:00,291,24
7/7/2018 13:45:00,291,24
7/7/2018 14:00:00,283,24
7/7/2018 14:15:00,294,24
7/7/2018 14:30:00,286,24
7/7/2018 14:45:00,291,24
7/7/2018 15:00:00,300,24
7/7/2018 15:15:00,289,24
7/7/2018 15:30:00,306,24
7/7/2018 15:45:00,309,24
7/7/2018 16:00:00,300,24
7/7/2018 16:15:00,303,24
7/7/2018 16:30:00,300,23
7/7/2018 16:45:00,306,23
7/7/2018 17:00:00,297,23
7/7/2018 17:15:00,294,23
7/7/2018 17:30:00,312,23
7/7/2018 17:45:00,303,23
7/7/2018 18:00:00,294,23
7/7/2018 18:15:00,309,23
7/7/2018 18:30:00,300,23
7/7/2018 18:45:00,309,23
7/7/2018 19:00:00,303,23
7/7/2018 19:15:00,300,23
7/7/2018 19:30:00,300,23
7/7/2018 19:45:00,312,23
7/7/2018 20:00:00,300,23
7/7/2018 20:15:00,309,23
7/7/2018 20:30:00,303,23
7/7/2018 20:45:00,303,23
7/7/2018 21:00:00,294,23
7/7/2018 21:15:00,291,23
7/7/2018 21:30:00,286,23
7/7/2018 21:45:00,294,23
7/7/2018 22:00:00,300,23
7/7/2018 22:15:00,289,23
7/7/2018 22:30:00,294,23
7/7/2018 22:45:00,289,23
7/7/2018 23:00:00,291,23
7/7/2018 23:15:00,286,23
7/7/2018 23:30:00,275,23
7/7/2018 23:45:00,272,23
7/8/2018 00:00:00,289,23
7/8/2018 00:15:00,283,23
7/8/2018 00:30:00,286,23
7/8/2018 00:45:00,280,23
7/8/2018 01:00:00,272,23
7/8/2018 01:15:00,269,23
7/8/2018 01:30:00,269,23
7/8/2018 01:45:00,267,23
7/8/2018 02:00:00,272,23
7/8/2018 02:15:00,269,23
7/8/2018 02:30:00,261,23
7/8/2018 02:45:00,269,23
7/8/2018 03:00:00,259,23
7/8/2018 03:15:00,267,23
7/8/2018 03:30:00,275,23
7/8/2018 03:45:00,269,23
7/8/2018 04:00:00,259,23
7/8/2018 04:15:00,267,23
7/8/2018 04:30:00,259,23
7/8/2018 04:45:00,261,23
7/8/2018 05:00:00,261,24
7/8/2018 05:15:00,259,24
7/8/2018 05:30:00,261,24
7/8/2018 05:45:00,256,24
7/8/2018 06:00:00,254,24
7/8/2018 06:15:00,259,24
7/8/2018 06:30:00,259,24
7/8/2018 06:45:00,259,24
7/8/2018 07:00:00,249,24
7/8/2018 07:15:00,249,24
7/8/2018 07:30:00,256,24
7/8/2018 07:45:00,256,24
7/8/2018 08:00:00,251,24
7/8/2018 08:15:00,267,24
7/8/2018 08:30:00,267,24
7/8/2018 08:45:00,254,24
7/8/2018 09:00:00,259,24
7/8/2018 09:15:00,259,24
7/8/2018 09:30:00,254,24
7/8/2018 09:45:00,251,24
7/8/2018 10:00:00,267,24
7/8/2018 10:15:00,256,24
7/8/2018 10:30:00,267,24
7/8/2018 10:45:00,242,24
7/8/2018 11:00:00,261,24
7/8/2018 11:15:00,269,24
7/8/2018 11:30:00,269,24
7/8/2018 11:45:00,264,24
7/8/2018 12:00:00,261,24
7/8/2018 12:15:00,264,24
7/8/2018 12:30:00,264,24
7/8/2018 12:45:00,251,23
7/8/2018 13:00:00,264,23
7/8/2018 13:15:00,256,23
7/8/2018 13:30:00,259,23
7/8/2018 13:45:00,269,23
7/8/2018 14:00:00,261,23
7/8/2018 14:15:00,256,23
7/8/2018 14:30:00,259,23
7/8/2018 14:45:00,261,23
7/8/2018 15:00:00,259,23
7/8/2018 15:15:00,256,23
7/8/2018 15:30:00,264,23
7/8/2018 15:45:00,259,23
7/8/2018 16:00:00,261,23
7/8/2018 16:15:00,272,23
7/8/2018 16:30:00,259,23
7/8/2018 16:45:00,267,23
7/8/2018 17:00:00,264,23
7/8/2018 17:15:00,277,23
7/8/2018 17:30:00,272,23
7/8/2018 17:45:00,261,23
7/8/2018 18:00:00,261,23
7/8/2018 18:15:00,259,23
7/8/2018 18:30:00,259,23
7/8/2018 18:45:00,261,23
7/8/2018 19:00:00,259,23
7/8/2018 19:15:00,267,23
7/8/2018 19:30:00,261,23
7/8/2018 19:45:00,269,23
7/8/2018 20:00:00,267,23
7/8/2018 20:15:00,267,23
7/8/2018 20:30:00,261,23
7/8/2018 20:45:00,269,23
7/8/2018 21:00:00,272,23
7/8/2018 21:15:00,269,23
7/8/2018 21:30:00,261,23
7/8/2018 21:45:00,267,23
7/8/2018 22:00:00,264,23
7/8/2018 22:15:00,261,23
7/8/2018 22:30:00,264,23
7/8/2018 22:45:00,272,23
7/8/2018 23:00:00,267,23
7/8/2018 23:15:00,269,23
7/8/2018 23:30:00,264,23
7/8/2018 23:45:00,269,23
7/9/2018 00:00:00,264,22
7/9/2018 00:15:00,259,22
7/9/2018 00:30:00,264,22
7/9/2018 00:45:00,264,22
7/9/2018 01:00:00,269,22
7/9/2018 01:15:00,269,22
7/9/2018 01:30:00,272,22
7/9/2018 01:45:00,277,22
7/9/2018 02:00:00,280,22
7/9/2018 02:15:00,272,22
7/9/2018 02:30:00,277,22
7/9/2018 02:45:00,267,22
7/9/2018 03:00:00,289,22
7/9/2018 03:15:00,275,22
7/9/2018 03:30:00,280,22
7/9/2018 03:45:00,280,22
7/9/2018 04:00:00,289,22
7/9/2018 04:15:00,280,22
7/9/2018 04:30:00,280,22
7/9/2018 04:45:00,280,22
7/9/2018 05:00:00,277,22
7/9/2018 05:15:00,275,22
7/9/2018 05:30:00,283,22
7/9/2018 05:45:00,280,22
7/9/2018 06:00:00,283,22
7/9/2018 06:15:00,289,22
7/9/2018 06:30:00,277,22
7/9/2018 06:45:00,283,22
7/9/2018 07:00:00,283,22
7/9/2018 07:15:00,294,22
7/9/2018 07:30:00,294,22
7/9/2018 07:45:00,291,22
7/9/2018 08:00:00,297,22
7/9/2018 08:15:00,294,22
7/9/2018 08:30:00,286,22
7/9/2018 08:45:00,294,22
7/9/2018 09:00:00,309,22
7/9/2018 09:15:00,297,22
7/9/2018 09:30:00,291,22
7/9/2018 09:45:00,294,22
7/9/2018 10:00:00,291,22
7/9/2018 10:15:00,294,22
7/9/2018 10:30:00,291,22
7/9/2018 10:45:00,297,22
7/9/2018 11:00:00,297,22
7/9/2018 11:15:00,300,22
7/9/2018 11:30:00,294,22
7/9/2018 11:45:00,303,22
7/9/2018 12:00:00,300,22
7/9/2018 12:15:00,312,22
7/9/2018 12:30:00,309,22
7/9/2018 12:45:00,306,22
7/9/2018 13:00:00,312,22
7/9/2018 13:15:00,315,22
7/9/2018 13:30:00,300,22
7/9/2018 13:45:00,315,22
7/9/2018 14:00:00,315,22
7/9/2018 14:15:00,318,21
7/9/2018 14:30:00,312,21
7/9/2018 14:45:00,306,21
7/9/2018 15:00:00,324,21
7/9/2018 15:15:00,312,21
7/9/2018 15:30:00,306,21
7/9/2018 15:45:00,309,21
7/9/2018 16:00:00,291,21
7/9/2018 16:15:00,294,21
7/9/2018 16:30:00,303,21
7/9/2018 16:45:00,309,21
7/9/2018 17:00:00,306,21
7/9/2018 17:15:00,312,21
7/9/2018 17:30:00,306,21
7/9/2018 17:45:00,318,21
7/9/2018 18:00:00,318,21
7/9/2018 18:15:00,300,21
7/9/2018 18:30:00,312,21
7/9/2018 18:45:00,315,21
7/9/2018 19:00:00,303,21
7/9/2018 19:15:00,312,21
7/9/2018 19:30:00,309,21
7/9/2018 19:45:00,315,21
7/9/2018 20:00:00,318,21
7/9/2018 20:15:00,318,21
7/9/2018 20:30:00,318,21
7/9/2018 20:45:00,318,21
7/9/2018 21:00:00,318,21
7/9/2018 21:15:00,321,21
7/9/2018 21:30:00,315,21
7/9/2018 21:45:00,312,21
7/9/2018 22:00:00,321,21
7/9/2018 22:15:00,327,21
7/9/2018 22:30:00,324,21
7/9/2018 22:45:00,327,21
7/9/2018 23:00:00,321,21
7/9/2018 23:15:00,324,21
7/9/2018 23:30:00,312,21
7/9/2018 23:45:00,324,21
7/10/2018 00:00:00,330,21
7/10/2018 00:15:00,318,21
7/10/2018 00:30:00,324,21
7/10/2018 00:45:00,318,21
7/10/2018 01:00:00,315,21
7/10/2018 01:15:00,318,21
7/10/2018 01:30:00,324,21
7/10/2018 01:45:00,321,21
7/10/2018 02:00:00,321,21
7/10/2018 02:15:00,312,21
7/10/2018 02:30:00,315,21
7/10/2018 02:45:00,315,21
7/10/2018 03:00:00,303,21
7/10/2018 03:15:00,312,21
7/10/2018 03:30:00,309,21
7/10/2018 03:45:00,297,21
7/10/2018 04:00:00,303,21
7/10/2018 04:15:00,303,21
7/10/2018 04:30:00,303,21
7/10/2018 04:45:00,300,21
7/10/2018 05:00:00,312,21
7/10/2018 05:15:00,300,21
7/10/2018 05:30:00,294,21
7/10/2018 05:45:00,286,21
7/10/2018 06:00:00,277,21
7/10/2018 06:15:00,289,21
7/10/2018 06:30:00,291,21
7/10/2018 06:45:00,269,22
7/10/2018 07:00:00,289,22
7/10/2018 07:15:00,277,22
7/10/2018 07:30:00,283,22
7/10/2018 07:45:00,286,22
7/10/2018 08:00:00,283,22
7/10/2018 08:15:00,275,22
7/10/2018 08:30:00,275,22
7/10/2018 08:45:00,272,22
7/10/2018 09:00:00,277,22
7/10/2018 09:15:00,261,22
7/10/2018 09:30:00,272,22
7/10/2018 09:45:00,275,22
7/10/2018 10:00:00,264,22
7/10/2018 10:15:00,275,22
7/10/2018 10:30:00,267,22
7/10/2018 10:45:00,269,22
7/10/2018 11:00:00,277,22
7/10/2018 11:15:00,272,22
7/10/2018 11:30:00,267,22
7/10/2018 11:45:00,267,22
7/10/2018 12:00:00,272,22
7/10/2018 12:15:00,275,22
7/10/2018 12:30:00,275,22
7/10/2018 12:45:00,269,22
7/10/2018 13:00:00,277,22
7/10/2018 13:15:00,275,22
7/10/2018 13:30:00,277,22
7/10/2018 13:45:00,289,22
7/10/2018 14:00:00,275,22
7/10/2018 14:15:00,283,22
7/10/2018 14:30:00,267,22
7/10/2018 14:45:00,267,22
7/10/2018 15:00:00,272,22
7/10/2018 15:15:00,267,22
7/10/2018 15:30:00,267,22
7/10/2018 15:45:00,259,22
7/10/2018 16:00:00,264,22
7/10/2018 16:15:00,251,22
7/10/2018 16:30:00,259,22
7/10/2018 16:45:00,264,22
7/10/2018 17:00:00,251,22
7/10/2018 17:15:00,264,21
7/10/2018 17:30:00,264,21
7/10/2018 17:45:00,269,21
7/10/2018 18:00:00,264,21
7/10/2018 18:15:00,264,21
7/10/2018 18:30:00,264,21
7/10/2018 18:45:00,267,21
7/10/2018 19:00:00,264,21
7/10/2018 19:15:00,251,21
7/10/2018 19:30:00,261,21
7/10/2018 19:45:00,264,21
7/10/2018 20:00:00,261,21
7/10/2018 20:15:00,254,21
7/10/2018 20:30:00,256,21
7/10/2018 20:45:00,267,21
7/10/2018 21:00:00,259,21
7/10/2018 21:15:00,264,21
7/10/2018 21:30:00,261,20
7/10/2018 21:45:00,261,21
7/10/2018 22:00:00,264,21
7/10/2018 22:15:00,267,21
7/10/2018 22:30:00,259,21
7/10/2018 22:45:00,256,21
7/10/2018 23:00:00,259,21
7/10/2018 23:15:00,259,21
7/10/2018 23:30:00,269,21
7/10/2018 23:45:00,259,21
7/11/2018 00:00:00,259,21
7/11/2018 00:15:00,261,21
7/11/2018 00:30:00,269,21
7/11/2018 00:45:00,256,21
7/11/2018 01:00:00,261,21
7/11/2018 01:15:00,251,21
7/11/2018 01:30:00,256,22
7/11/2018 01:45:00,261,22
7/11/2018 02:00:00,251,22
7/11/2018 02:15:00,256,22
7/11/2018 02:30:00,249,22
7/11/2018 02:45:00,244,22
7/11/2018 03:00:00,249,23
7/11/2018 03:15:00,246,23
7/11/2018 03:30:00,240,23
7/11/2018 03:45:00,242,23
7/11/2018 04:00:00,244,23
7/11/2018 04:15:00,233,23
7/11/2018 04:30:00,251,23
7/11/2018 04:45:00,235,23
7/11/2018 05:00:00,242,23
7/11/2018 05:15:00,244,23
7/11/2018 05:30:00,237,23
7/11/2018 05:45:00,242,23
7/11/2018 06:00:00,235,23
7/11/2018 06:15:00,235,23
7/11/2018 06:30:00,240,23
7/11/2018 06:45:00,240,24
7/11/2018 07:00:00,242,24
7/11/2018 07:15:00,240,24
7/11/2018 07:30:00,242,24
7/11/2018 07:45:00,231,24
7/11/2018 08:00:00,244,24
7/11/2018 08:15:00,244,24
7/11/2018 08:30:00,240,24
7/11/2018 08:45:00,235,24
7/11/2018 09:00:00,249,24
7/11/2018 09:15:00,237,24
7/11/2018 09:30:00,240,24
7/11/2018 09:45:00,240,24
7/11/2018 10:00:00,231,24
7/11/2018 10:15:00,231,24
7/11/2018 10:30:00,233,24
7/11/2018 10:45:00,240,24
7/11/2018 11:00:00,235,24
7/11/2018 11:15:00,237,24
7/11/2018 11:30:00,233,24
7/11/2018 11:45:00,235,24
7/11/2018 12:00:00,233,24
7/11/2018 12:15:00,235,24
7/11/2018 12:30:00,235,24
7/11/2018 12:45:00,226,24
7/11/2018 13:00:00,233,24
7/11/2018 13:15:00,231,24
7/11/2018 13:30:00,233,24
7/11/2018 13:45:00,226,23
7/11/2018 14:00:00,240,23
7/11/2018 14:15:00,233,23
7/11/2018 14:30:00,242,23
7/11/2018 14:45:00,244,23
