Date,Time,Temp °C,SpCond µS/cm
5/3/19,13:00:00,5.331,33.5
5/3/19,14:00:00,5.545,33.4
5/3/19,15:00:00,5.677,33.2
5/3/19,16:00:00,5.819,32.9
5/3/19,17:00:00,5.917,32.7
5/3/19,18:00:00,5.935,32.7
5/3/19,19:00:00,5.836,32.6
5/3/19,20:00:00,5.721,32.5
5/3/19,21:00:00,5.561,32.4
5/3/19,22:00:00,5.382,32.1
5/3/19,23:00:00,5.206,31.4
5/4/19,0:00:00,5.022,30.2
5/4/19,1:00:00,4.855,28.9
5/4/19,2:00:00,4.716,28.2
5/4/19,3:00:00,4.607,28.1
5/4/19,4:00:00,4.52,28.5
5/4/19,5:00:00,4.454,28.7
5/4/19,6:00:00,4.404,29.1
5/4/19,7:00:00,4.384,29.5
5/4/19,8:00:00,4.367,29.9
5/4/19,9:00:00,4.381,30.3
5/4/19,10:00:00,4.438,30.7
5/4/19,11:00:00,4.529,31.1
5/4/19,12:00:00,4.715,31.5
5/4/19,13:00:00,4.92,31.9
5/4/19,14:00:00,4.999,32.4
5/4/19,15:00:00,5.105,32.8
5/4/19,16:00:00,5.196,33.2
5/4/19,17:00:00,5.234,33.6
5/4/19,18:00:00,5.21,34
5/4/19,19:00:00,5.147,34.3
5/4/19,20:00:00,5.068,34.7
5/4/19,21:00:00,4.969,34.9
5/4/19,22:00:00,4.855,35.2
5/4/19,23:00:00,4.743,35.5
5/5/19,0:00:00,4.642,35.6
5/5/19,1:00:00,4.552,35.7
5/5/19,2:00:00,4.463,35.6
5/5/19,3:00:00,4.382,35.6
5/5/19,4:00:00,4.31,35.5
5/5/19,5:00:00,4.25,35.6
5/5/19,6:00:00,4.207,35.7
5/5/19,7:00:00,4.195,35.8
5/5/19,8:00:00,4.211,36.1
5/5/19,9:00:00,4.242,36.3
5/5/19,10:00:00,4.34,36.5
5/5/19,11:00:00,4.466,36.8
5/5/19,12:00:00,4.635,37
5/5/19,13:00:00,4.876,37.2
5/5/19,14:00:00,5.162,37.4
5/5/19,15:00:00,5.429,37.7
5/5/19,16:00:00,5.666,37.9
5/5/19,17:00:00,5.804,38.1
5/5/19,18:00:00,5.846,38.1
5/5/19,19:00:00,5.802,38.1
5/5/19,20:00:00,5.678,38
5/5/19,21:00:00,5.524,37.6
5/5/19,22:00:00,5.343,36.7
5/5/19,23:00:00,5.129,34.8
5/6/19,0:00:00,4.876,32.1
5/6/19,1:00:00,4.638,30.2
5/6/19,2:00:00,4.449,29
5/6/19,3:00:00,4.321,28.5
5/6/19,4:00:00,4.228,28.6
5/6/19,5:00:00,4.154,28.7
5/6/19,6:00:00,4.094,28.9
5/6/19,7:00:00,4.063,28.9
5/6/19,8:00:00,4.076,29
5/6/19,9:00:00,4.152,29
5/6/19,10:00:00,4.308,29.2
5/6/19,11:00:00,4.487,29.6
5/6/19,12:00:00,4.644,29.9
5/6/19,13:00:00,4.772,30.3
5/6/19,14:00:00,4.99,30.7
5/6/19,15:00:00,5.138,31.1
5/6/19,16:00:00,5.3,31.4
5/6/19,17:00:00,5.378,31.7
5/6/19,18:00:00,5.414,32
5/6/19,19:00:00,5.397,32.3
5/6/19,20:00:00,5.345,32.6
5/6/19,21:00:00,5.255,32.8
5/6/19,22:00:00,5.149,33
5/6/19,23:00:00,5.038,33.1
5/7/19,0:00:00,4.933,33.1
5/7/19,1:00:00,4.832,33.2
5/7/19,2:00:00,4.741,33.2
5/7/19,3:00:00,4.654,33.2
5/7/19,4:00:00,4.577,32.9
5/7/19,5:00:00,4.501,32.6
5/7/19,6:00:00,4.439,32.2
5/7/19,7:00:00,4.405,31.7
5/7/19,8:00:00,4.405,31.1
5/7/19,9:00:00,4.447,30.5
5/7/19,10:00:00,4.539,30
5/7/19,11:00:00,4.646,29.5
5/7/19,12:00:00,4.83,29.2
5/7/19,13:00:00,4.976,29
5/7/19,14:00:00,5.153,29
5/7/19,15:00:00,5.321,29.1
5/7/19,16:00:00,5.465,29.4
5/7/19,17:00:00,5.542,29.6
5/7/19,18:00:00,5.559,30
5/7/19,19:00:00,5.52,30.1
5/7/19,20:00:00,5.443,30.4
5/7/19,21:00:00,5.341,30.6
5/7/19,22:00:00,5.234,30.7
5/7/19,23:00:00,5.132,30.9
5/8/19,0:00:00,5.042,31
5/8/19,1:00:00,4.966,31.2
5/8/19,2:00:00,4.899,31.4
5/8/19,3:00:00,4.842,31.6
5/8/19,4:00:00,4.795,31.8
5/8/19,5:00:00,4.756,31.9
5/8/19,6:00:00,4.73,31.9
5/8/19,7:00:00,4.727,32.1
5/8/19,8:00:00,4.744,32
5/8/19,9:00:00,4.781,31.9
5/8/19,10:00:00,4.845,31.6
5/8/19,11:00:00,4.934,31.2
5/8/19,12:00:00,5.111,30.7
5/8/19,13:00:00,5.346,30
5/8/19,14:00:00,5.536,29.2
5/8/19,15:00:00,5.721,28.5
5/8/19,16:00:00,5.839,27.7
5/8/19,17:00:00,5.874,27.3
5/8/19,18:00:00,5.898,26.9
5/8/19,19:00:00,5.855,26.6
5/8/19,20:00:00,5.76,26.4
5/8/19,21:00:00,5.626,26.2
5/8/19,22:00:00,5.489,26
5/8/19,23:00:00,5.354,26
5/9/19,0:00:00,5.253,25.9
5/9/19,1:00:00,5.168,25.9
5/9/19,2:00:00,5.089,26
5/9/19,3:00:00,5.016,25.9
5/9/19,4:00:00,4.943,25.6
5/9/19,5:00:00,4.889,25.5
5/9/19,6:00:00,4.852,25.6
5/9/19,7:00:00,4.839,25.7
5/9/19,8:00:00,4.842,25.8
5/9/19,9:00:00,4.886,26
5/9/19,10:00:00,4.993,26
5/9/19,11:00:00,5.145,26.1
5/9/19,12:00:00,5.338,26.2
5/9/19,13:00:00,5.618,26.2
5/9/19,14:00:00,5.934,26.3
5/9/19,15:00:00,6.316,26.4
5/9/19,16:00:00,6.647,26.5
5/9/19,17:00:00,6.774,26.4
5/9/19,18:00:00,6.813,26.2
5/9/19,19:00:00,6.899,25.8
5/9/19,20:00:00,6.776,25.3
5/9/19,21:00:00,6.524,24.7
5/9/19,22:00:00,6.268,24.2
5/9/19,23:00:00,6.048,23.9
5/10/19,0:00:00,5.825,23.8
5/10/19,1:00:00,5.615,23.9
5/10/19,2:00:00,5.406,24
5/10/19,3:00:00,5.215,24.4
5/10/19,4:00:00,5.044,24.8
5/10/19,5:00:00,4.898,25.2
5/10/19,6:00:00,4.793,25.7
5/10/19,7:00:00,4.768,26.2
5/10/19,8:00:00,4.81,26.7
5/10/19,9:00:00,4.94,27.2
5/10/19,10:00:00,5.149,27.6
5/10/19,11:00:00,5.389,28
5/10/19,12:00:00,5.69,28.4
5/10/19,13:00:00,6.042,28.7
5/10/19,14:00:00,6.472,29.1
5/10/19,15:00:00,6.683,29.3
5/10/19,16:00:00,6.908,29.5
5/10/19,17:00:00,7.057,29.6
5/10/19,18:00:00,7.068,29.6
5/10/19,19:00:00,7.055,29.4
5/10/19,20:00:00,6.903,29.1
5/10/19,21:00:00,6.683,28.7
5/10/19,22:00:00,6.504,28.2
5/10/19,23:00:00,6.281,27.8
5/11/19,0:00:00,6.054,27.5
5/11/19,1:00:00,5.857,27.4
5/11/19,2:00:00,5.688,27.3
5/11/19,3:00:00,5.523,27.5
5/11/19,4:00:00,5.373,27.7
5/11/19,5:00:00,5.234,28
5/11/19,6:00:00,5.118,28.2
5/11/19,7:00:00,5.044,28.5
5/11/19,8:00:00,5.019,28.9
5/11/19,9:00:00,5.051,29.2
5/11/19,10:00:00,5.092,29.5
5/11/19,11:00:00,5.312,29.8
5/11/19,12:00:00,5.698,30.1
5/11/19,13:00:00,6.068,30.5
5/11/19,14:00:00,6.194,30.8
5/11/19,15:00:00,6.4,31.1
5/11/19,16:00:00,6.51,31.4
5/11/19,17:00:00,6.601,31.7
5/11/19,18:00:00,6.468,32
5/11/19,19:00:00,6.278,32.3
5/11/19,20:00:00,6.09,32.6
5/11/19,21:00:00,5.89,32.9
5/11/19,22:00:00,5.668,33.2
5/11/19,23:00:00,5.448,33.4
5/12/19,0:00:00,5.226,33.6
5/12/19,1:00:00,5.029,33.8
5/12/19,2:00:00,4.851,34
5/12/19,3:00:00,4.717,34.2
5/12/19,4:00:00,4.595,34.5
5/12/19,5:00:00,4.457,34.7
5/12/19,6:00:00,4.363,35
5/12/19,7:00:00,4.289,35.3
5/12/19,8:00:00,4.266,35.5
5/12/19,9:00:00,4.352,35.8
5/12/19,10:00:00,4.533,36
5/12/19,11:00:00,4.89,36.2
5/12/19,12:00:00,5.375,36.5
5/12/19,13:00:00,5.853,36.7
5/12/19,14:00:00,6.255,36.9
5/12/19,15:00:00,6.586,37.1
5/12/19,16:00:00,6.799,37.3
5/12/19,17:00:00,6.985,37.5
5/12/19,18:00:00,7.055,37.7
5/12/19,19:00:00,7.028,37.9
5/12/19,20:00:00,6.922,38.1
5/12/19,21:00:00,6.71,38.2
5/12/19,22:00:00,6.427,38.1
5/12/19,23:00:00,6.116,37.9
5/13/19,0:00:00,5.806,37.5
5/13/19,1:00:00,5.518,36.7
5/13/19,2:00:00,5.256,36
5/13/19,3:00:00,5.025,35.5
5/13/19,4:00:00,4.812,35.3
5/13/19,5:00:00,4.598,35.1
5/13/19,6:00:00,4.414,35.1
5/13/19,7:00:00,4.277,35.2
5/13/19,8:00:00,4.234,35.2
5/13/19,9:00:00,4.325,35.3
5/13/19,10:00:00,4.557,35.5
5/13/19,11:00:00,4.958,35.6
5/13/19,12:00:00,5.519,35.8
5/13/19,13:00:00,6.018,36
5/13/19,14:00:00,6.493,36.2
5/13/19,15:00:00,6.945,36.4
5/13/19,16:00:00,7.251,36.6
5/13/19,17:00:00,7.464,36.9
5/13/19,18:00:00,7.562,37.1
5/13/19,19:00:00,7.575,37.2
5/13/19,20:00:00,7.477,37.3
5/13/19,21:00:00,7.266,37.3
5/13/19,22:00:00,6.971,37.1
5/13/19,23:00:00,6.641,36.6
5/14/19,0:00:00,6.356,35.5
5/14/19,1:00:00,6.091,34.6
5/14/19,2:00:00,5.846,33.9
5/14/19,3:00:00,5.63,33.5
5/14/19,4:00:00,5.446,33.4
5/14/19,5:00:00,5.295,33.4
5/14/19,6:00:00,5.175,33.5
5/14/19,7:00:00,5.118,33.6
5/14/19,8:00:00,5.138,33.8
5/14/19,9:00:00,5.264,34
5/14/19,10:00:00,5.478,34.2
5/14/19,11:00:00,5.857,34.4
5/14/19,12:00:00,6.394,34.6
5/14/19,13:00:00,6.644,34.8
5/14/19,14:00:00,6.968,35
5/14/19,15:00:00,7.297,35.2
5/14/19,16:00:00,7.433,35.4
5/14/19,17:00:00,7.522,35.7
5/14/19,18:00:00,7.55,35.8
5/14/19,19:00:00,7.534,36
5/14/19,20:00:00,7.446,36.1
5/14/19,21:00:00,7.31,36.2
5/14/19,22:00:00,7.142,36
5/14/19,23:00:00,6.979,35.6
5/15/19,0:00:00,6.804,35
5/15/19,1:00:00,6.626,34.4
5/15/19,2:00:00,6.465,33.9
5/15/19,3:00:00,6.328,33.4
5/15/19,4:00:00,6.21,33
5/15/19,5:00:00,6.107,32.7
5/15/19,6:00:00,6.024,32.4
5/15/19,7:00:00,5.964,32.3
5/15/19,8:00:00,5.942,32.1
5/15/19,9:00:00,5.948,32
5/15/19,10:00:00,6.06,31.9
5/15/19,11:00:00,6.271,31.9
5/15/19,12:00:00,6.531,31.9
5/15/19,13:00:00,6.827,31.9
5/15/19,14:00:00,7.2,31.8
5/15/19,15:00:00,7.289,31.8
5/15/19,16:00:00,7.425,31.6
5/15/19,17:00:00,7.635,31.5
5/15/19,18:00:00,7.66,31.2
5/15/19,19:00:00,7.584,31
5/15/19,20:00:00,7.408,30.6
5/15/19,21:00:00,7.195,30.1
5/15/19,22:00:00,6.933,29.7
5/15/19,23:00:00,6.73,29.2
5/16/19,0:00:00,6.526,28.8
5/16/19,1:00:00,6.322,28.6
5/16/19,2:00:00,6.113,28.5
5/16/19,3:00:00,5.904,28.6
5/16/19,4:00:00,5.706,28.6
5/16/19,5:00:00,5.525,28.9
5/16/19,6:00:00,5.388,29.1
5/16/19,7:00:00,5.318,29.4
5/16/19,8:00:00,5.319,29.7
5/16/19,9:00:00,5.433,30
5/16/19,10:00:00,5.668,30.3
5/16/19,11:00:00,5.994,30.6
5/16/19,12:00:00,6.37,30.9
5/16/19,13:00:00,6.983,31.2
5/16/19,14:00:00,7.412,31.5
5/16/19,15:00:00,7.663,31.8
5/16/19,16:00:00,7.909,32.1
5/16/19,17:00:00,8.085,32.3
5/16/19,18:00:00,8.122,32.4
5/16/19,19:00:00,8.076,32.5
5/16/19,20:00:00,7.894,32.2
5/16/19,21:00:00,7.683,31.9
5/16/19,22:00:00,7.457,31.4
5/16/19,23:00:00,7.204,30.7
5/17/19,0:00:00,6.981,30.1
5/17/19,1:00:00,6.809,29.7
5/17/19,2:00:00,6.656,29.5
5/17/19,3:00:00,6.519,29.3
5/17/19,4:00:00,6.4,29.5
5/17/19,5:00:00,6.277,29.4
5/17/19,6:00:00,6.175,29.4
5/17/19,7:00:00,6.127,29.3
5/17/19,8:00:00,6.099,29.4
5/17/19,9:00:00,6.105,29.6
5/17/19,10:00:00,6.187,29.6
5/17/19,11:00:00,6.407,29.4
5/17/19,12:00:00,6.555,29.4
5/17/19,13:00:00,6.714,29.1
5/17/19,14:00:00,6.966,28.6
5/17/19,15:00:00,7.232,28.2
5/17/19,16:00:00,7.415,27.9
5/17/19,17:00:00,7.513,27.7
5/17/19,18:00:00,7.59,27.5
5/17/19,19:00:00,7.525,27.3
5/17/19,20:00:00,7.364,27.2
5/17/19,21:00:00,7.196,27
5/17/19,22:00:00,7.021,26.7
5/17/19,23:00:00,6.858,26.6
5/18/19,0:00:00,6.705,26.5
5/18/19,1:00:00,6.554,26.6
5/18/19,2:00:00,6.415,26.7
5/18/19,3:00:00,6.299,26.9
5/18/19,4:00:00,6.18,27.2
5/18/19,5:00:00,6.062,27.5
5/18/19,6:00:00,5.95,27.7
5/18/19,7:00:00,5.892,28.1
5/18/19,8:00:00,5.877,28.2
5/18/19,9:00:00,5.897,28.2
5/18/19,10:00:00,6.083,28.5
5/18/19,11:00:00,6.318,28.8
5/18/19,12:00:00,6.605,29.1
5/18/19,13:00:00,7.071,29.3
5/18/19,14:00:00,7.481,29.6
5/18/19,15:00:00,7.757,29.8
5/18/19,16:00:00,7.988,30
5/18/19,17:00:00,8.168,30.2
5/18/19,18:00:00,8.187,30.4
5/18/19,19:00:00,8.131,30.4
5/18/19,20:00:00,7.944,30.2
5/18/19,21:00:00,7.658,29.9
5/18/19,22:00:00,7.374,29.1
5/18/19,23:00:00,7.113,28.1
5/19/19,0:00:00,6.873,27.4
5/19/19,1:00:00,6.658,26.8
5/19/19,2:00:00,6.461,26.7
5/19/19,3:00:00,6.292,26.7
5/19/19,4:00:00,6.122,26.8
5/19/19,5:00:00,5.963,27
5/19/19,6:00:00,5.822,27.3
5/19/19,7:00:00,5.714,27.6
5/19/19,8:00:00,5.678,27.9
5/19/19,9:00:00,5.759,28.3
5/19/19,10:00:00,5.877,28.5
5/19/19,11:00:00,6.17,28.8
5/19/19,12:00:00,6.467,29.1
5/19/19,13:00:00,6.716,29.3
5/19/19,14:00:00,6.906,29.6
5/19/19,15:00:00,7.092,29.9
5/19/19,16:00:00,7.262,30.1
5/19/19,17:00:00,7.353,30.4
5/19/19,18:00:00,7.436,30.5
5/19/19,19:00:00,7.429,30.6
5/19/19,20:00:00,7.374,30.6
5/19/19,21:00:00,7.292,30.5
5/19/19,22:00:00,7.167,30.4
5/19/19,23:00:00,7.032,30.4
5/20/19,0:00:00,6.862,30.1
5/20/19,1:00:00,6.702,29.7
5/20/19,2:00:00,6.55,29.4
5/20/19,3:00:00,6.403,29.4
5/20/19,4:00:00,6.275,29.2
5/20/19,5:00:00,6.137,29.3
5/20/19,6:00:00,6.018,29.3
5/20/19,7:00:00,5.923,29.3
5/20/19,8:00:00,5.936,29.5
5/20/19,9:00:00,6.031,29.5
5/20/19,10:00:00,6.219,29.7
5/20/19,11:00:00,6.573,29.7
5/20/19,12:00:00,7.068,29.8
5/20/19,13:00:00,7.651,30
5/20/19,14:00:00,8.152,30.1
5/20/19,15:00:00,8.531,30.2
5/20/19,16:00:00,8.853,30.2
5/20/19,17:00:00,9.025,30.1
5/20/19,18:00:00,9.097,29.7
5/20/19,19:00:00,9.057,29
5/20/19,20:00:00,8.898,28
5/20/19,21:00:00,8.649,26.6
5/20/19,22:00:00,8.455,25.3
5/20/19,23:00:00,8.221,24.3
5/21/19,0:00:00,7.997,23.9
5/21/19,1:00:00,7.757,23.4
5/21/19,2:00:00,7.544,23.3
5/21/19,3:00:00,7.365,23.3
5/21/19,4:00:00,7.191,23.3
5/21/19,5:00:00,7.029,23.6
5/21/19,6:00:00,6.881,23.4
5/21/19,7:00:00,6.763,23.5
5/21/19,8:00:00,6.712,23.6
5/21/19,9:00:00,6.739,23.7
5/21/19,10:00:00,6.875,23.7
5/21/19,11:00:00,7.166,23.9
5/21/19,12:00:00,7.656,24
5/21/19,13:00:00,8.175,24.3
5/21/19,14:00:00,8.632,24.3
5/21/19,15:00:00,9.091,24.4
5/21/19,16:00:00,9.409,24.5
5/21/19,17:00:00,9.615,24.4
5/21/19,18:00:00,9.666,24
5/21/19,19:00:00,9.599,23.4
5/21/19,20:00:00,9.37,22.5
5/21/19,21:00:00,9.077,21.3
5/21/19,22:00:00,8.772,20.6
5/21/19,23:00:00,8.435,20.2
5/22/19,0:00:00,8.124,20
5/22/19,1:00:00,7.811,20.1
5/22/19,2:00:00,7.511,20.3
5/22/19,3:00:00,7.242,20.6
5/22/19,4:00:00,7.003,20.8
5/22/19,5:00:00,6.786,21.2
5/22/19,6:00:00,6.601,21.6
5/22/19,7:00:00,6.468,22
5/22/19,8:00:00,6.429,22.4
5/22/19,9:00:00,6.477,22.8
5/22/19,10:00:00,6.649,23.2
5/22/19,11:00:00,6.862,23.5
5/22/19,12:00:00,7.332,23.8
5/22/19,13:00:00,7.685,24.2
5/22/19,14:00:00,7.925,24.5
5/22/19,15:00:00,8.353,25.1
5/22/19,16:00:00,8.575,25.1
5/22/19,17:00:00,8.631,25.1
5/22/19,18:00:00,8.579,25
5/22/19,19:00:00,8.507,25
5/22/19,20:00:00,8.395,24.8
5/22/19,21:00:00,8.226,24.4
5/22/19,22:00:00,7.989,23.9
5/22/19,23:00:00,7.727,23.4
5/23/19,0:00:00,7.464,22.9
5/23/19,1:00:00,7.215,22.6
5/23/19,2:00:00,6.994,22.6
5/23/19,3:00:00,6.819,22.6
5/23/19,4:00:00,6.674,22.8
5/23/19,5:00:00,6.57,23.1
5/23/19,6:00:00,6.495,23.2
5/23/19,7:00:00,6.456,23.5
5/23/19,8:00:00,6.462,23.8
5/23/19,9:00:00,6.503,24.1
5/23/19,10:00:00,6.553,24.3
5/23/19,11:00:00,6.671,24.4
5/23/19,12:00:00,6.736,24.5
5/23/19,13:00:00,6.85,24.7
5/23/19,14:00:00,6.956,25
5/23/19,15:00:00,7.039,25.2
5/23/19,16:00:00,7.078,25.3
5/23/19,17:00:00,7.033,25.3
5/23/19,18:00:00,7.007,25.4
5/23/19,19:00:00,6.975,25.4
5/23/19,20:00:00,6.89,25.5
5/23/19,21:00:00,6.765,25.5
5/23/19,22:00:00,6.622,25.6
5/23/19,23:00:00,6.486,25.6
5/24/19,0:00:00,6.368,25.9
5/24/19,1:00:00,6.265,25.9
5/24/19,2:00:00,6.174,26.1
5/24/19,3:00:00,6.096,26.4
5/24/19,4:00:00,6.033,26.6
5/24/19,5:00:00,5.981,26.6
5/24/19,6:00:00,5.945,26.9
5/24/19,7:00:00,5.951,26.9
5/24/19,8:00:00,6.021,27
5/24/19,9:00:00,6.114,27.3
5/24/19,10:00:00,6.276,27.4
5/24/19,11:00:00,6.579,27.6
5/24/19,12:00:00,6.835,27.8
5/24/19,13:00:00,7.096,28
5/24/19,14:00:00,7.101,28.3
5/24/19,15:00:00,7.259,28.4
5/24/19,16:00:00,7.45,28.5
5/24/19,17:00:00,7.485,28.5
5/24/19,18:00:00,7.53,28.4
5/24/19,19:00:00,7.523,28.7
5/24/19,20:00:00,7.472,29.1
5/24/19,21:00:00,7.322,29.2
5/24/19,22:00:00,7.09,29.4
5/24/19,23:00:00,6.865,29.4
5/25/19,0:00:00,6.658,28.9
5/25/19,1:00:00,6.409,28.7
5/25/19,2:00:00,6.183,28.6
5/25/19,3:00:00,5.979,28.4
5/25/19,4:00:00,5.79,28.4
5/25/19,5:00:00,5.631,28.4
5/25/19,6:00:00,5.497,28.5
5/25/19,7:00:00,5.416,28.5
5/25/19,8:00:00,5.432,28.5
5/25/19,9:00:00,5.568,28.7
5/25/19,10:00:00,5.821,28.8
5/25/19,11:00:00,6.222,29
5/25/19,12:00:00,6.78,29.1
5/25/19,13:00:00,7.375,29.1
5/25/19,14:00:00,7.93,29.1
5/25/19,15:00:00,8.43,29.1
5/25/19,16:00:00,8.796,29.1
5/25/19,17:00:00,9.06,29.1
5/25/19,18:00:00,9.181,28.7
5/25/19,19:00:00,9.178,28
5/25/19,20:00:00,9.056,27.1
5/25/19,21:00:00,8.84,26
5/25/19,22:00:00,8.595,24.7
5/25/19,23:00:00,8.371,23.4
5/26/19,0:00:00,8.157,22.5
5/26/19,1:00:00,7.916,22
5/26/19,2:00:00,7.658,21.9
5/26/19,3:00:00,7.438,21.7
5/26/19,4:00:00,7.233,21.9
5/26/19,5:00:00,7.034,22.2
5/26/19,6:00:00,6.877,22.4
5/26/19,7:00:00,6.769,22.7
5/26/19,8:00:00,6.753,23
5/26/19,9:00:00,6.845,23.2
5/26/19,10:00:00,7.041,23.5
5/26/19,11:00:00,7.412,23.7
5/26/19,12:00:00,7.902,24
5/26/19,13:00:00,8.439,24.3
5/26/19,14:00:00,8.937,24.5
5/26/19,15:00:00,9.386,24.6
5/26/19,16:00:00,9.704,24.7
5/26/19,17:00:00,9.912,24.8
5/26/19,18:00:00,9.966,24.4
5/26/19,19:00:00,9.899,23.7
5/26/19,20:00:00,9.699,22.6
5/26/19,21:00:00,9.448,21.8
5/26/19,22:00:00,9.21,20.9
5/26/19,23:00:00,8.953,20.1
5/27/19,0:00:00,8.666,19.7
5/27/19,1:00:00,8.392,19.6
5/27/19,2:00:00,8.122,19.4
5/27/19,3:00:00,7.88,19.6
5/27/19,4:00:00,7.646,19.9
5/27/19,5:00:00,7.456,20.4
5/27/19,6:00:00,7.288,20.8
5/27/19,7:00:00,7.191,20.8
5/27/19,8:00:00,7.205,21.1
5/27/19,9:00:00,7.277,21.4
5/27/19,10:00:00,7.471,21.7
5/27/19,11:00:00,7.808,22
5/27/19,12:00:00,8.298,22.3
5/27/19,13:00:00,8.853,22.6
5/27/19,14:00:00,9.339,22.8
5/27/19,15:00:00,9.684,22.9
5/27/19,16:00:00,9.981,22.9
5/27/19,17:00:00,10.14,22.7
5/27/19,18:00:00,10.121,22.3
5/27/19,19:00:00,9.924,21.7
5/27/19,20:00:00,9.776,21.1
5/27/19,21:00:00,9.558,20.4
5/27/19,22:00:00,9.23,19.8
5/27/19,23:00:00,8.903,19.4
5/28/19,0:00:00,8.665,19.2
5/28/19,1:00:00,8.437,19.2
5/28/19,2:00:00,8.222,19.4
5/28/19,3:00:00,8.049,19.6
5/28/19,4:00:00,7.906,19.9
5/28/19,5:00:00,7.826,20.3
5/28/19,6:00:00,7.769,20.5
5/28/19,7:00:00,7.739,20.7
5/28/19,8:00:00,7.722,20.9
5/28/19,9:00:00,7.771,21.1
5/28/19,10:00:00,7.962,21.1
5/28/19,11:00:00,8.03,21.1
5/28/19,12:00:00,8.222,20.9
5/28/19,13:00:00,8.392,20.7
5/28/19,14:00:00,8.691,20.6
5/28/19,15:00:00,8.897,20.7
5/28/19,16:00:00,9.071,20.6
5/28/19,17:00:00,9.022,20.5
5/28/19,18:00:00,8.957,20.4
5/28/19,19:00:00,8.914,20.2
5/28/19,20:00:00,8.715,20.1
5/28/19,21:00:00,8.518,20
5/28/19,22:00:00,8.318,19.9
5/28/19,23:00:00,8.138,19.9
5/29/19,0:00:00,7.864,19.9
5/29/19,1:00:00,7.586,20
5/29/19,2:00:00,7.356,20.2
5/29/19,3:00:00,7.14,20.4
5/29/19,4:00:00,6.986,20.6
5/29/19,5:00:00,6.859,20.8
5/29/19,6:00:00,6.75,21.1
5/29/19,7:00:00,6.691,21.3
5/29/19,8:00:00,6.724,21.6
5/29/19,9:00:00,6.803,21.9
5/29/19,10:00:00,6.858,22.1
5/29/19,11:00:00,7.012,22.4
5/29/19,12:00:00,7.166,22.6
5/29/19,13:00:00,7.415,22.9
5/29/19,14:00:00,7.629,23.2
5/29/19,15:00:00,7.891,23.4
5/29/19,16:00:00,8.091,23.6
5/29/19,17:00:00,8.199,23.8
5/29/19,18:00:00,8.281,24
5/29/19,19:00:00,8.241,24
5/29/19,20:00:00,8.124,24
5/29/19,21:00:00,7.98,23.9
5/29/19,22:00:00,7.781,23.7
5/29/19,23:00:00,7.555,23.3
5/30/19,0:00:00,7.308,23
5/30/19,1:00:00,7.049,22.7
5/30/19,2:00:00,6.828,22.6
5/30/19,3:00:00,6.632,22.6
5/30/19,4:00:00,6.458,22.7
5/30/19,5:00:00,6.315,22.8
5/30/19,6:00:00,6.222,22.9
5/30/19,7:00:00,6.185,23.1
5/30/19,8:00:00,6.235,23.3
5/30/19,9:00:00,6.378,23.5
5/30/19,10:00:00,6.625,23.7
5/30/19,11:00:00,7.004,23.9
5/30/19,12:00:00,7.51,24.2
5/30/19,13:00:00,7.962,24.4
5/30/19,14:00:00,8.376,24.6
5/30/19,15:00:00,8.73,24.8
5/30/19,16:00:00,9.014,25
5/30/19,17:00:00,9.246,25.1
5/30/19,18:00:00,9.344,25.2
5/30/19,19:00:00,9.301,25.2
5/30/19,20:00:00,9.17,24.9
5/30/19,21:00:00,8.981,24.6
5/30/19,22:00:00,8.749,24.1
5/30/19,23:00:00,8.527,23.5
5/31/19,0:00:00,8.343,23
5/31/19,1:00:00,8.205,22.7
5/31/19,2:00:00,8.065,22.5
5/31/19,3:00:00,7.931,22.4
5/31/19,4:00:00,7.847,22.3
5/31/19,5:00:00,7.78,22.2
5/31/19,6:00:00,7.717,22.2
5/31/19,7:00:00,7.675,22.3
5/31/19,8:00:00,7.65,22.4
5/31/19,9:00:00,7.648,22.4
5/31/19,10:00:00,7.675,22.6
5/31/19,11:00:00,7.784,22.6
5/31/19,12:00:00,7.876,22.8
5/31/19,13:00:00,8.126,22.8
5/31/19,14:00:00,8.377,22.8
5/31/19,15:00:00,8.647,22.9
5/31/19,16:00:00,8.89,22.8
5/31/19,17:00:00,8.91,22.6
5/31/19,18:00:00,8.929,22.4
5/31/19,19:00:00,8.91,22.2
5/31/19,20:00:00,8.831,22.1
5/31/19,21:00:00,8.684,21.7
5/31/19,22:00:00,8.49,21.4
5/31/19,23:00:00,8.221,21.2
6/1/19,0:00:00,7.996,20.8
6/1/19,1:00:00,7.74,20.4
6/1/19,2:00:00,7.577,20.2
6/1/19,3:00:00,7.378,20
6/1/19,4:00:00,7.211,19.9
6/1/19,5:00:00,7.051,19.4
6/1/19,6:00:00,6.981,19
6/1/19,7:00:00,6.919,18.8
6/1/19,8:00:00,6.839,19.1
6/1/19,9:00:00,6.792,19.2
6/1/19,10:00:00,6.805,19.3
6/1/19,11:00:00,6.842,19.6
6/1/19,12:00:00,6.958,19.8
6/1/19,13:00:00,7.089,19.8
6/1/19,14:00:00,7.302,19.9
6/1/19,15:00:00,7.425,20.2
6/1/19,16:00:00,7.541,20.7
6/1/19,17:00:00,7.571,21.2
6/1/19,18:00:00,7.534,21.6
6/1/19,19:00:00,7.436,21.6
6/1/19,20:00:00,7.334,22
6/1/19,21:00:00,7.154,22
6/1/19,22:00:00,7.003,22.2
