,Discharge.stage@Herbert River,Discharge.stage@Herbert River,Discharge.stage@Herbert River,Discharge.stage@Herbert River
mm/dd/yyyy HH:MM:SS,ft^3/s,,,
Date-Time,Value,Grade,Approval,Interpolation Code
05/27/2018 13:30:00,893.639756840424,,0,1
05/27/2018 13:45:00,881.960952093767,,0,1
05/27/2018 14:00:00,893.639756840424,,0,1
05/27/2018 14:15:00,899.499943501511,,0,1
05/27/2018 14:30:00,905.3739528321,,0,1
05/27/2018 14:45:00,905.3739528321,,0,1
05/27/2018 15:00:00,905.3739528321,,0,1
05/27/2018 15:15:00,917.163339832482,,0,1
05/27/2018 15:30:00,917.163339832482,,0,1
05/27/2018 15:45:00,952.860679788181,,0,1
05/27/2018 16:00:00,934.950471277801,,0,1
05/27/2018 16:15:00,940.906897716045,,0,1
05/27/2018 16:30:00,940.906897716045,,0,1
05/27/2018 16:45:00,929.007719975091,,0,1
05/27/2018 17:00:00,934.950471277801,,0,1
05/27/2018 17:15:00,929.007719975091,,0,1
05/27/2018 17:30:00,940.906897716045,,0,1
05/27/2018 17:45:00,952.860679788181,,0,1
05/27/2018 18:00:00,964.868875156445,,0,1
05/27/2018 18:15:00,958.857987663991,,0,1
05/27/2018 18:30:00,946.876975202206,,0,1
05/27/2018 18:45:00,952.860679788181,,0,1
05/27/2018 19:00:00,946.876975202206,,0,1
05/27/2018 19:15:00,946.876975202206,,0,1
05/27/2018 19:30:00,952.860679788181,,0,1
05/27/2018 19:45:00,934.950471277801,,0,1
05/27/2018 20:00:00,923.078668036396,,0,1
05/27/2018 20:15:00,923.078668036396,,0,1
05/27/2018 20:30:00,905.3739528321,,0,1
05/27/2018 20:45:00,911.261759877842,,0,1
05/27/2018 21:00:00,905.3739528321,,0,1
05/27/2018 21:15:00,887.793417952811,,0,1
05/27/2018 21:30:00,899.499943501511,,0,1
05/27/2018 21:45:00,876.142384671086,,0,1
05/27/2018 22:00:00,893.639756840424,,0,1
05/27/2018 22:15:00,887.793417952811,,0,1
05/27/2018 22:30:00,864.547047538898,,0,1
05/27/2018 22:45:00,887.793417952811,,0,1
05/27/2018 23:00:00,870.337741246826,,0,1
05/27/2018 23:15:00,665.603527661876,,0,1
05/27/2018 23:30:00,870.337741246826,,0,1
05/27/2018 23:45:00,853.007612932723,,0,1
05/28/2018 00:00:00,847.258924264297,,0,1
05/28/2018 00:15:00,858.770329422695,,0,1
05/28/2018 00:30:00,853.007612932723,,0,1
05/28/2018 00:45:00,858.770329422695,,0,1
05/28/2018 01:00:00,841.524289775197,,0,1
05/28/2018 01:15:00,847.258924264297,,0,1
05/28/2018 01:30:00,813.062864134483,,0,1
05/28/2018 01:45:00,841.524289775197,,0,1
05/28/2018 02:00:00,835.803735987406,,0,1
05/28/2018 02:15:00,813.062864134483,,0,1
05/28/2018 02:30:00,824.404977435203,,0,1
05/28/2018 02:45:00,830.097289588862,,0,1
05/28/2018 03:00:00,824.404977435203,,0,1
05/28/2018 03:15:00,818.726826551583,,0,1
05/28/2018 03:30:00,824.404977435203,,0,1
05/28/2018 03:45:00,818.726826551583,,0,1
05/28/2018 04:00:00,801.777614353621,,0,1
05/28/2018 04:15:00,801.777614353621,,0,1
05/28/2018 04:30:00,807.413117553585,,0,1
05/28/2018 04:45:00,796.156382256303,,0,1
05/28/2018 05:00:00,796.156382256303,,0,1
05/28/2018 05:15:00,790.54944916225,,0,1
05/28/2018 05:30:00,779.378592492858,,0,1
05/28/2018 05:45:00,801.777614353621,,0,1
05/28/2018 06:00:00,784.956843152974,,0,1
05/28/2018 06:15:00,784.956843152974,,0,1
05/28/2018 06:30:00,790.54944916225,,0,1
05/28/2018 06:45:00,779.378592492858,,0,1
05/28/2018 07:00:00,773.814725631191,,0,1
05/28/2018 07:15:00,773.814725631191,,0,1
05/28/2018 07:30:00,768.265271204249,,0,1
05/28/2018 07:45:00,757.20971514707,,0,1
05/28/2018 08:00:00,751.70367174325,,0,1
05/28/2018 08:15:00,735.272833496334,,0,1
05/28/2018 08:30:00,735.272833496334,,0,1
05/28/2018 08:45:00,740.735201214626,,0,1
05/28/2018 09:00:00,740.735201214626,,0,1
05/28/2018 09:15:00,740.735201214626,,0,1
05/28/2018 09:30:00,729.825084082142,,0,1
05/28/2018 09:45:00,718.973561214544,,0,1
05/28/2018 10:00:00,724.391983182399,,0,1
05/28/2018 10:15:00,708.180876794239,,0,1
05/28/2018 10:30:00,718.973561214544,,0,1
05/28/2018 10:45:00,724.391983182399,,0,1
05/28/2018 11:00:00,702.806676234084,,0,1
05/28/2018 11:15:00,724.391983182399,,0,1
05/28/2018 11:30:00,708.180876794239,,0,1
05/28/2018 11:45:00,708.180876794239,,0,1
05/28/2018 12:00:00,713.569848805518,,0,1
05/28/2018 12:15:00,702.806676234084,,0,1
05/28/2018 12:30:00,718.973561214544,,0,1
05/28/2018 12:45:00,713.569848805518,,0,1
05/28/2018 13:00:00,702.806676234084,,0,1
05/28/2018 13:15:00,692.102714768306,,0,1
05/28/2018 13:30:00,724.391983182399,,0,1
05/28/2018 13:45:00,713.569848805518,,0,1
05/28/2018 14:00:00,724.391983182399,,0,1
05/28/2018 14:15:00,718.973561214544,,0,1
05/28/2018 14:30:00,746.212157231359,,0,1
05/28/2018 14:45:00,746.212157231359,,0,1
05/28/2018 15:00:00,740.735201214626,,0,1
05/28/2018 15:15:00,729.825084082142,,0,1
05/28/2018 15:30:00,746.212157231359,,0,1
05/28/2018 15:45:00,751.70367174325,,0,1
05/28/2018 16:00:00,740.735201214626,,0,1
05/28/2018 16:15:00,757.20971514707,,0,1
05/28/2018 16:30:00,740.735201214626,,0,1
05/28/2018 16:45:00,762.730258037365,,0,1
05/28/2018 17:00:00,768.265271204249,,0,1
05/28/2018 17:15:00,735.272833496334,,0,1
05/28/2018 17:30:00,757.20971514707,,0,1
05/28/2018 17:45:00,757.20971514707,,0,1
