,Discharge.2018@Berners Bay,Discharge.2018@Berners Bay,Discharge.2018@Berners Bay,Discharge.2018@Berners Bay
mm/dd/yyyy HH:MM:SS,m^3/s,,,
Date-Time,Value,Grade,Approval,Interpolation Code
03/05/2019 11:45:00,2.5937485931218,,0,1
03/05/2019 12:00:00,2.61609143651142,,0,1
03/05/2019 12:15:00,2.6610599454495,,0,1
03/05/2019 12:30:00,2.70071666071465,,0,1
03/05/2019 12:45:00,2.72921957167805,,0,1
03/05/2019 13:00:00,2.84470307069176,,0,1
03/05/2019 13:15:00,2.92694212307752,,0,1
03/05/2019 13:30:00,3.01033401071051,,0,1
03/05/2019 13:45:00,3.05246210536774,,0,1
03/05/2019 14:00:00,3.05246210536774,,0,1
03/05/2019 14:15:00,3.06455160733121,,0,1
03/05/2019 14:30:00,3.05246210536774,,0,1
03/05/2019 14:45:00,3.01633467395624,,0,1
03/05/2019 15:00:00,2.99236729670295,,0,1
03/05/2019 15:15:00,2.99835032189604,,0,1
03/05/2019 15:30:00,2.98639015123671,,0,1
03/05/2019 15:45:00,2.95065076326233,,0,1
03/05/2019 16:00:00,2.93286046088543,,0,1
03/05/2019 16:15:00,2.87980718177397,,0,1
03/05/2019 16:30:00,2.84470307069176,,0,1
03/05/2019 16:45:00,2.83304877423203,,0,1
03/05/2019 17:00:00,2.7924441205895,,0,1
03/05/2019 17:15:00,2.75212789288374,,0,1
03/05/2019 17:30:00,2.70640546491526,,0,1
03/05/2019 17:45:00,2.70640546491526,,0,1
03/05/2019 18:00:00,2.68368558526415,,0,1
03/05/2019 18:15:00,2.64978246947277,,0,1
03/05/2019 18:30:00,2.6610599454495,,0,1
03/05/2019 18:45:00,2.60490822921444,,0,1
03/05/2019 19:00:00,2.58817761478353,,0,1
03/05/2019 19:15:00,2.55487551346822,,0,1
03/05/2019 19:30:00,2.52178561892544,,0,1
03/05/2019 19:45:00,2.44540136305968,,0,1
03/05/2019 20:00:00,2.40227227190292,,0,1
03/05/2019 20:15:00,2.43458369346611,,0,1
